date,unit,Te,WP #,Model #,light type,site
6/1/15 7:59,C,27,79,49,sun,38 SPS
6/1/15 8:14,C,29.5,79,49,sun,38 SPS
6/1/15 8:29,C,31.5,79,49,sun,38 SPS
6/1/15 8:44,C,34.5,79,49,sun,38 SPS
6/1/15 8:59,C,36,79,49,sun,38 SPS
6/1/15 9:14,C,38,79,49,sun,38 SPS
6/1/15 9:29,C,40,79,49,sun,38 SPS
6/1/15 9:44,C,42,79,49,sun,38 SPS
6/1/15 9:59,C,43.5,79,49,sun,38 SPS
6/1/15 10:14,C,44.5,79,49,sun,38 SPS
6/1/15 10:29,C,38.5,79,49,sun,38 SPS
6/1/15 10:44,C,46.5,79,49,sun,38 SPS
6/1/15 10:59,C,42,79,49,sun,38 SPS
6/1/15 11:14,C,36.5,79,49,sun,38 SPS
6/1/15 11:29,C,41,79,49,sun,38 SPS
6/1/15 11:44,C,45,79,49,sun,38 SPS
6/1/15 11:59,C,43.5,79,49,sun,38 SPS
6/1/15 12:14,C,35,79,49,sun,38 SPS
6/1/15 12:29,C,33,79,49,sun,38 SPS
6/1/15 12:44,C,27,79,49,sun,38 SPS
6/1/15 12:59,C,24.5,79,49,sun,38 SPS
6/2/15 8:59,C,26.5,94,49,shade,9 W SPS
6/2/15 9:14,C,26,94,49,shade,9 W SPS
6/2/15 9:29,C,27,94,49,shade,9 W SPS
6/2/15 9:44,C,27.5,94,49,shade,9 W SPS
6/2/15 9:59,C,27,94,49,shade,9 W SPS
6/2/15 10:14,C,27,94,49,shade,9 W SPS
6/2/15 10:29,C,27,94,49,shade,9 W SPS
6/2/15 10:44,C,27.5,94,49,shade,9 W SPS
6/2/15 10:59,C,28,94,49,shade,9 W SPS
6/2/15 11:14,C,28,94,49,shade,9 W SPS
6/2/15 11:29,C,28.5,94,49,shade,9 W SPS
6/2/15 11:44,C,29,94,49,shade,9 W SPS
6/2/15 11:59,C,29.5,94,49,shade,9 W SPS
6/2/15 12:14,C,30,94,49,shade,9 W SPS
6/2/15 12:29,C,29.5,94,49,shade,9 W SPS
6/2/15 12:44,C,29.5,94,49,shade,9 W SPS
6/2/15 12:59,C,29,94,49,shade,9 W SPS
6/1/15 8:02,C,28,77,16,sun,38 SPS
6/1/15 8:17,C,30.5,77,16,sun,38 SPS
6/1/15 8:32,C,32.5,77,16,sun,38 SPS
6/1/15 8:47,C,34.5,77,16,sun,38 SPS
6/1/15 9:02,C,35.5,77,16,sun,38 SPS
6/1/15 9:17,C,37.5,77,16,sun,38 SPS
6/1/15 9:32,C,38.5,77,16,sun,38 SPS
6/1/15 9:47,C,40.5,77,16,sun,38 SPS
6/1/15 10:02,C,42,77,16,sun,38 SPS
6/1/15 10:17,C,41.5,77,16,sun,38 SPS
6/1/15 10:32,C,37.5,77,16,sun,38 SPS
6/1/15 10:47,C,45,77,16,sun,38 SPS
6/1/15 11:02,C,42,77,16,sun,38 SPS
6/1/15 11:17,C,37,77,16,sun,38 SPS
6/1/15 11:32,C,43,77,16,sun,38 SPS
6/1/15 11:47,C,49,77,16,sun,38 SPS
6/1/15 12:02,C,42.5,77,16,sun,38 SPS
6/1/15 12:17,C,36.5,77,16,sun,38 SPS
6/1/15 12:32,C,35.5,77,16,sun,38 SPS
6/1/15 12:47,C,28.5,77,16,sun,38 SPS
6/1/15 13:02,C,24.5,77,16,sun,38 SPS
6/2/15 8:47,C,27,92,16,mix,9 W SPS
6/2/15 9:02,C,30,92,16,mix,9 W SPS
6/2/15 9:17,C,32.5,92,16,mix,9 W SPS
6/2/15 9:32,C,36,92,16,mix,9 W SPS
6/2/15 9:47,C,34,92,16,mix,9 W SPS
6/2/15 10:02,C,31.5,92,16,mix,9 W SPS
6/2/15 10:17,C,30.5,92,16,mix,9 W SPS
6/2/15 10:32,C,30.5,92,16,mix,9 W SPS
6/2/15 10:47,C,30.5,92,16,mix,9 W SPS
6/2/15 11:02,C,31,92,16,mix,9 W SPS
6/2/15 11:17,C,32,92,16,mix,9 W SPS
6/2/15 11:32,C,32,92,16,mix,9 W SPS
6/2/15 11:47,C,33,92,16,mix,9 W SPS
6/2/15 12:02,C,32.5,92,16,mix,9 W SPS
6/2/15 12:17,C,33,92,16,mix,9 W SPS
6/2/15 12:32,C,32.5,92,16,mix,9 W SPS
6/2/15 12:47,C,32,92,16,mix,9 W SPS
6/2/15 13:02,C,32.5,92,16,mix,9 W SPS
6/1/15 7:54,C,23,73,6,random,Salt Springs LLP
6/1/15 8:09,C,23.5,73,6,random,Salt Springs LLP
6/1/15 8:24,C,24.5,73,6,random,Salt Springs LLP
6/1/15 8:39,C,25,73,6,random,Salt Springs LLP
6/1/15 8:54,C,26,73,6,random,Salt Springs LLP
6/1/15 9:09,C,27.5,73,6,random,Salt Springs LLP
6/1/15 9:24,C,30,73,6,random,Salt Springs LLP
6/1/15 9:39,C,30,73,6,random,Salt Springs LLP
6/1/15 9:54,C,30,73,6,random,Salt Springs LLP
6/1/15 10:09,C,30.5,73,6,random,Salt Springs LLP
6/1/15 10:24,C,31.5,73,6,random,Salt Springs LLP
6/1/15 10:39,C,35,73,6,random,Salt Springs LLP
6/1/15 10:54,C,34.5,73,6,random,Salt Springs LLP
6/1/15 11:09,C,35.5,73,6,random,Salt Springs LLP
6/1/15 11:24,C,35,73,6,random,Salt Springs LLP
6/1/15 11:39,C,34,73,6,random,Salt Springs LLP
6/1/15 11:54,C,35,73,6,random,Salt Springs LLP
6/1/15 12:09,C,34.5,73,6,random,Salt Springs LLP
6/1/15 12:24,C,32.5,73,6,random,Salt Springs LLP
6/1/15 12:39,C,29,73,6,random,Salt Springs LLP
6/1/15 12:54,C,26.5,73,6,random,Salt Springs LLP
6/1/15 13:09,C,24,73,6,random,Salt Springs LLP
6/2/15 8:09,C,22.5,87,6,mix,Kerr LLP
6/2/15 8:24,C,23,87,6,mix,Kerr LLP
6/2/15 8:39,C,24,87,6,mix,Kerr LLP
6/2/15 8:54,C,24.5,87,6,mix,Kerr LLP
6/2/15 9:09,C,25,87,6,mix,Kerr LLP
6/2/15 9:24,C,25.5,87,6,mix,Kerr LLP
6/2/15 9:39,C,25.5,87,6,mix,Kerr LLP
6/2/15 9:54,C,25.5,87,6,mix,Kerr LLP
6/2/15 10:09,C,26,87,6,mix,Kerr LLP
6/2/15 10:24,C,26.5,87,6,mix,Kerr LLP
6/2/15 10:39,C,26.5,87,6,mix,Kerr LLP
6/2/15 10:54,C,27,87,6,mix,Kerr LLP
6/2/15 11:09,C,27,87,6,mix,Kerr LLP
6/2/15 11:24,C,27,87,6,mix,Kerr LLP
6/2/15 11:39,C,27.5,87,6,mix,Kerr LLP
6/2/15 11:54,C,28,87,6,mix,Kerr LLP
6/2/15 12:09,C,27.5,87,6,mix,Kerr LLP
6/2/15 12:24,C,27.5,87,6,mix,Kerr LLP
6/2/15 12:39,C,27.5,87,6,mix,Kerr LLP
6/2/15 12:54,C,27.5,87,6,mix,Kerr LLP
6/2/15 13:09,C,28,87,6,mix,Kerr LLP
6/1/15 7:59,C,23.5,72,3,sun,Salt Springs LLP
6/1/15 8:14,C,27,72,3,sun,Salt Springs LLP
6/1/15 8:29,C,29.5,72,3,sun,Salt Springs LLP
6/1/15 8:44,C,34,72,3,sun,Salt Springs LLP
6/1/15 8:59,C,37,72,3,sun,Salt Springs LLP
6/1/15 9:14,C,39,72,3,sun,Salt Springs LLP
6/1/15 9:29,C,41,72,3,sun,Salt Springs LLP
6/1/15 9:44,C,43,72,3,sun,Salt Springs LLP
6/1/15 9:59,C,45,72,3,sun,Salt Springs LLP
6/1/15 10:14,C,46,72,3,sun,Salt Springs LLP
6/1/15 10:29,C,45,72,3,sun,Salt Springs LLP
6/1/15 10:44,C,47,72,3,sun,Salt Springs LLP
6/1/15 10:59,C,39,72,3,sun,Salt Springs LLP
6/1/15 11:14,C,43.5,72,3,sun,Salt Springs LLP
6/1/15 11:29,C,38,72,3,sun,Salt Springs LLP
6/1/15 11:44,C,39,72,3,sun,Salt Springs LLP
6/1/15 11:59,C,36,72,3,sun,Salt Springs LLP
6/1/15 12:14,C,34.5,72,3,sun,Salt Springs LLP
6/1/15 12:29,C,33.5,72,3,sun,Salt Springs LLP
6/1/15 12:44,C,27.5,72,3,sun,Salt Springs LLP
6/1/15 12:59,C,26.5,72,3,sun,Salt Springs LLP
6/2/15 7:59,C,21.5,89,3,mix,Kerr LLP
6/2/15 8:14,C,22.5,89,3,mix,Kerr LLP
6/2/15 8:29,C,23,89,3,mix,Kerr LLP
6/2/15 8:44,C,24,89,3,mix,Kerr LLP
6/2/15 8:59,C,24.5,89,3,mix,Kerr LLP
6/2/15 9:14,C,25,89,3,mix,Kerr LLP
6/2/15 9:29,C,25.5,89,3,mix,Kerr LLP
6/2/15 9:44,C,25.5,89,3,mix,Kerr LLP
6/2/15 9:59,C,25.5,89,3,mix,Kerr LLP
6/2/15 10:14,C,25.5,89,3,mix,Kerr LLP
6/2/15 10:29,C,26.5,89,3,mix,Kerr LLP
6/2/15 10:44,C,26.5,89,3,mix,Kerr LLP
6/2/15 10:59,C,27,89,3,mix,Kerr LLP
6/2/15 11:14,C,27,89,3,mix,Kerr LLP
6/2/15 11:29,C,27.5,89,3,mix,Kerr LLP
6/2/15 11:44,C,28,89,3,mix,Kerr LLP
6/2/15 11:59,C,28,89,3,mix,Kerr LLP
6/2/15 12:14,C,28,89,3,mix,Kerr LLP
6/2/15 12:29,C,28,89,3,mix,Kerr LLP
6/2/15 12:44,C,28,89,3,mix,Kerr LLP
6/2/15 12:59,C,28.5,89,3,mix,Kerr LLP
6/1/15 8:01,C,24,72,21,random,Salt Springs LLP
6/1/15 8:16,C,27,72,21,random,Salt Springs LLP
6/1/15 8:31,C,27.5,72,21,random,Salt Springs LLP
6/1/15 8:46,C,28.5,72,21,random,Salt Springs LLP
6/1/15 9:01,C,27,72,21,random,Salt Springs LLP
6/1/15 9:16,C,27,72,21,random,Salt Springs LLP
6/1/15 9:31,C,27.5,72,21,random,Salt Springs LLP
6/1/15 9:46,C,28,72,21,random,Salt Springs LLP
6/1/15 10:01,C,28.5,72,21,random,Salt Springs LLP
6/1/15 10:16,C,33,72,21,random,Salt Springs LLP
6/1/15 10:31,C,34,72,21,random,Salt Springs LLP
6/1/15 10:46,C,37,72,21,random,Salt Springs LLP
6/1/15 11:01,C,35.5,72,21,random,Salt Springs LLP
6/1/15 11:16,C,41.5,72,21,random,Salt Springs LLP
6/1/15 11:31,C,36.5,72,21,random,Salt Springs LLP
6/1/15 11:46,C,39.5,72,21,random,Salt Springs LLP
6/1/15 12:01,C,35.5,72,21,random,Salt Springs LLP
6/1/15 12:16,C,34,72,21,random,Salt Springs LLP
6/1/15 12:31,C,33,72,21,random,Salt Springs LLP
6/1/15 12:46,C,28,72,21,random,Salt Springs LLP
6/1/15 13:01,C,26.5,72,21,random,Salt Springs LLP
6/2/15 8:01,C,21.5,88,21,shade,Kerr LLP
6/2/15 8:16,C,22,88,21,shade,Kerr LLP
6/2/15 8:31,C,22.5,88,21,shade,Kerr LLP
6/2/15 8:46,C,23,88,21,shade,Kerr LLP
6/2/15 9:01,C,23.5,88,21,shade,Kerr LLP
6/2/15 9:16,C,24,88,21,shade,Kerr LLP
6/2/15 9:31,C,24,88,21,shade,Kerr LLP
6/2/15 9:46,C,24,88,21,shade,Kerr LLP
6/2/15 10:01,C,24,88,21,shade,Kerr LLP
6/2/15 10:16,C,24,88,21,shade,Kerr LLP
6/2/15 10:31,C,24.5,88,21,shade,Kerr LLP
6/2/15 10:46,C,24.5,88,21,shade,Kerr LLP
6/2/15 11:01,C,25,88,21,shade,Kerr LLP
6/2/15 11:16,C,25,88,21,shade,Kerr LLP
6/2/15 11:31,C,25.5,88,21,shade,Kerr LLP
6/2/15 11:46,C,25.5,88,21,shade,Kerr LLP
6/2/15 12:01,C,25.5,88,21,shade,Kerr LLP
6/2/15 12:16,C,25.5,88,21,shade,Kerr LLP
6/2/15 12:31,C,26,88,21,shade,Kerr LLP
6/2/15 12:46,C,26,88,21,shade,Kerr LLP
6/2/15 13:01,C,26,88,21,shade,Kerr LLP
6/1/15 7:59,C,24,72,10,shade,Salt Springs LLP
6/1/15 8:14,C,25,72,10,shade,Salt Springs LLP
6/1/15 8:29,C,26,72,10,shade,Salt Springs LLP
6/1/15 8:44,C,26.5,72,10,shade,Salt Springs LLP
6/1/15 8:59,C,27.5,72,10,shade,Salt Springs LLP
6/1/15 9:14,C,28.5,72,10,shade,Salt Springs LLP
6/1/15 9:29,C,29,72,10,shade,Salt Springs LLP
6/1/15 9:44,C,30,72,10,shade,Salt Springs LLP
6/1/15 9:59,C,30.5,72,10,shade,Salt Springs LLP
6/1/15 10:14,C,32,72,10,shade,Salt Springs LLP
6/1/15 10:29,C,32,72,10,shade,Salt Springs LLP
6/1/15 10:44,C,34,72,10,shade,Salt Springs LLP
6/1/15 10:59,C,32.5,72,10,shade,Salt Springs LLP
6/1/15 11:14,C,33.5,72,10,shade,Salt Springs LLP
6/1/15 11:29,C,32,72,10,shade,Salt Springs LLP
6/1/15 11:44,C,31.5,72,10,shade,Salt Springs LLP
6/1/15 11:59,C,31.5,72,10,shade,Salt Springs LLP
6/1/15 12:14,C,31,72,10,shade,Salt Springs LLP
6/1/15 12:29,C,30.5,72,10,shade,Salt Springs LLP
6/1/15 12:44,C,27.5,72,10,shade,Salt Springs LLP
6/1/15 12:59,C,26.5,72,10,shade,Salt Springs LLP
6/2/15 7:59,C,21,87,10,shade,Kerr LLP
6/2/15 8:14,C,21.5,87,10,shade,Kerr LLP
6/2/15 8:29,C,22,87,10,shade,Kerr LLP
6/2/15 8:44,C,22.5,87,10,shade,Kerr LLP
6/2/15 8:59,C,23,87,10,shade,Kerr LLP
6/2/15 9:14,C,23.5,87,10,shade,Kerr LLP
6/2/15 9:29,C,23.5,87,10,shade,Kerr LLP
6/2/15 9:44,C,23.5,87,10,shade,Kerr LLP
6/2/15 9:59,C,23.5,87,10,shade,Kerr LLP
6/2/15 10:14,C,23.5,87,10,shade,Kerr LLP
6/2/15 10:29,C,24,87,10,shade,Kerr LLP
6/2/15 10:44,C,23.5,87,10,shade,Kerr LLP
6/2/15 10:59,C,24,87,10,shade,Kerr LLP
6/2/15 11:14,C,24,87,10,shade,Kerr LLP
6/2/15 11:29,C,24,87,10,shade,Kerr LLP
6/2/15 11:44,C,24.5,87,10,shade,Kerr LLP
6/2/15 11:59,C,24.5,87,10,shade,Kerr LLP
6/2/15 12:14,C,24.5,87,10,shade,Kerr LLP
6/2/15 12:29,C,25,87,10,shade,Kerr LLP
6/2/15 12:44,C,25,87,10,shade,Kerr LLP
6/2/15 12:59,C,25,87,10,shade,Kerr LLP
6/2/15 13:14,C,25,87,10,shade,Kerr LLP
6/1/15 8:03,C,23,74,13,random,Salt Springs LLP
6/1/15 8:18,C,24,74,13,random,Salt Springs LLP
6/1/15 8:33,C,25.5,74,13,random,Salt Springs LLP
6/1/15 8:48,C,29.5,74,13,random,Salt Springs LLP
6/1/15 9:03,C,33,74,13,random,Salt Springs LLP
6/1/15 9:18,C,34.5,74,13,random,Salt Springs LLP
6/1/15 9:33,C,36.5,74,13,random,Salt Springs LLP
6/1/15 9:48,C,39,74,13,random,Salt Springs LLP
6/1/15 10:03,C,40,74,13,random,Salt Springs LLP
6/1/15 10:18,C,35,74,13,random,Salt Springs LLP
6/1/15 10:33,C,36.5,74,13,random,Salt Springs LLP
6/1/15 10:48,C,36.5,74,13,random,Salt Springs LLP
6/1/15 11:03,C,35.5,74,13,random,Salt Springs LLP
6/1/15 11:18,C,37.5,74,13,random,Salt Springs LLP
6/1/15 11:33,C,34,74,13,random,Salt Springs LLP
6/1/15 11:48,C,38,74,13,random,Salt Springs LLP
6/1/15 12:03,C,34.5,74,13,random,Salt Springs LLP
6/1/15 12:18,C,34,74,13,random,Salt Springs LLP
6/1/15 12:33,C,33,74,13,random,Salt Springs LLP
6/1/15 12:48,C,27.5,74,13,random,Salt Springs LLP
6/1/15 13:03,C,25,74,13,random,Salt Springs LLP
6/2/15 8:03,C,22.5,87,13,sun,Kerr LLP
6/2/15 8:18,C,23.5,87,13,sun,Kerr LLP
6/2/15 8:33,C,24.5,87,13,sun,Kerr LLP
6/2/15 8:48,C,25.5,87,13,sun,Kerr LLP
6/2/15 9:03,C,26,87,13,sun,Kerr LLP
6/2/15 9:18,C,26.5,87,13,sun,Kerr LLP
6/2/15 9:33,C,27.5,87,13,sun,Kerr LLP
6/2/15 9:48,C,27,87,13,sun,Kerr LLP
6/2/15 10:03,C,27,87,13,sun,Kerr LLP
6/2/15 10:18,C,28,87,13,sun,Kerr LLP
6/2/15 10:33,C,29,87,13,sun,Kerr LLP
6/2/15 10:48,C,29,87,13,sun,Kerr LLP
6/2/15 11:03,C,29.5,87,13,sun,Kerr LLP
6/2/15 11:18,C,30,87,13,sun,Kerr LLP
6/2/15 11:33,C,30.5,87,13,sun,Kerr LLP
6/2/15 11:48,C,30.5,87,13,sun,Kerr LLP
6/2/15 12:03,C,31,87,13,sun,Kerr LLP
6/2/15 12:18,C,31,87,13,sun,Kerr LLP
6/2/15 12:33,C,31.5,87,13,sun,Kerr LLP
6/2/15 12:48,C,31.5,87,13,sun,Kerr LLP
6/2/15 13:03,C,32,87,13,sun,Kerr LLP
6/1/15 8:09,C,26.5,79,45,mix,38 SPS
6/1/15 8:24,C,27,79,45,mix,38 SPS
6/1/15 8:39,C,27.5,79,45,mix,38 SPS
6/1/15 8:54,C,28.5,79,45,mix,38 SPS
6/1/15 9:09,C,30,79,45,mix,38 SPS
6/1/15 9:24,C,36,79,45,mix,38 SPS
6/1/15 9:39,C,40,79,45,mix,38 SPS
6/1/15 9:54,C,40,79,45,mix,38 SPS
6/1/15 10:09,C,43,79,45,mix,38 SPS
6/1/15 10:24,C,39.5,79,45,mix,38 SPS
6/1/15 10:39,C,40.5,79,45,mix,38 SPS
6/1/15 10:54,C,41.5,79,45,mix,38 SPS
6/1/15 11:09,C,38,79,45,mix,38 SPS
6/1/15 11:24,C,35.5,79,45,mix,38 SPS
6/1/15 11:39,C,39.5,79,45,mix,38 SPS
6/1/15 11:54,C,38.5,79,45,mix,38 SPS
6/1/15 12:09,C,36,79,45,mix,38 SPS
6/1/15 12:24,C,33.5,79,45,mix,38 SPS
6/1/15 12:39,C,31,79,45,mix,38 SPS
6/1/15 12:54,C,25.5,79,45,mix,38 SPS
6/1/15 13:09,C,23.5,79,45,mix,38 SPS
6/2/15 8:54,C,28.5,92,45,sun,9 W SPS
6/2/15 9:09,C,30.5,92,45,sun,9 W SPS
6/2/15 9:24,C,35,92,45,sun,9 W SPS
6/2/15 9:39,C,34.5,92,45,sun,9 W SPS
6/2/15 9:54,C,31,92,45,sun,9 W SPS
6/2/15 10:09,C,30,92,45,sun,9 W SPS
6/2/15 10:24,C,29.5,92,45,sun,9 W SPS
6/2/15 10:39,C,30,92,45,sun,9 W SPS
6/2/15 10:54,C,30.5,92,45,sun,9 W SPS
6/2/15 11:09,C,31.5,92,45,sun,9 W SPS
6/2/15 11:24,C,32,92,45,sun,9 W SPS
6/2/15 11:39,C,32.5,92,45,sun,9 W SPS
6/2/15 11:54,C,33,92,45,sun,9 W SPS
6/2/15 12:09,C,33,92,45,sun,9 W SPS
6/2/15 12:24,C,33.5,92,45,sun,9 W SPS
6/2/15 12:39,C,32.5,92,45,sun,9 W SPS
6/2/15 12:54,C,33,92,45,sun,9 W SPS
6/2/15 13:09,C,33,92,45,sun,9 W SPS
6/1/15 7:57,C,24.5,78,11,sun,38 SPS
6/1/15 8:12,C,27.5,78,11,sun,38 SPS
6/1/15 8:27,C,29.5,78,11,sun,38 SPS
6/1/15 8:42,C,31.5,78,11,sun,38 SPS
6/1/15 8:57,C,33,78,11,sun,38 SPS
6/1/15 9:12,C,35,78,11,sun,38 SPS
6/1/15 9:27,C,36,78,11,sun,38 SPS
6/1/15 9:42,C,38,78,11,sun,38 SPS
6/1/15 9:57,C,37.5,78,11,sun,38 SPS
6/1/15 10:12,C,40.5,78,11,sun,38 SPS
6/1/15 10:27,C,35,78,11,sun,38 SPS
6/1/15 10:42,C,42,78,11,sun,38 SPS
6/1/15 10:57,C,40,78,11,sun,38 SPS
6/1/15 11:12,C,35.5,78,11,sun,38 SPS
6/1/15 11:27,C,39,78,11,sun,38 SPS
6/1/15 11:42,C,43.5,78,11,sun,38 SPS
6/1/15 11:57,C,43,78,11,sun,38 SPS
6/1/15 12:12,C,36,78,11,sun,38 SPS
6/1/15 12:27,C,33.5,78,11,sun,38 SPS
6/1/15 12:42,C,28,78,11,sun,38 SPS
6/1/15 12:57,C,24.5,78,11,sun,38 SPS
6/2/15 8:42,C,25.5,92,11,random,9 W SPS
6/2/15 8:57,C,26.5,92,11,random,9 W SPS
6/2/15 9:12,C,27.5,92,11,random,9 W SPS
6/2/15 9:27,C,29,92,11,random,9 W SPS
6/2/15 9:42,C,29.5,92,11,random,9 W SPS
6/2/15 9:57,C,28.5,92,11,random,9 W SPS
6/2/15 10:12,C,28.5,92,11,random,9 W SPS
6/2/15 10:27,C,28.5,92,11,random,9 W SPS
6/2/15 10:42,C,29,92,11,random,9 W SPS
6/2/15 10:57,C,29.5,92,11,random,9 W SPS
6/2/15 11:12,C,30,92,11,random,9 W SPS
6/2/15 11:27,C,30.5,92,11,random,9 W SPS
6/2/15 11:42,C,31.5,92,11,random,9 W SPS
6/2/15 11:57,C,32,92,11,random,9 W SPS
6/2/15 12:12,C,32,92,11,random,9 W SPS
6/2/15 12:27,C,32,92,11,random,9 W SPS
6/2/15 12:42,C,32,92,11,random,9 W SPS
6/2/15 12:57,C,32,92,11,random,9 W SPS
6/1/15 7:59,C,24,74,22,shade,Salt Springs LLP
6/1/15 8:14,C,24.5,74,22,shade,Salt Springs LLP
6/1/15 8:29,C,25,74,22,shade,Salt Springs LLP
6/1/15 8:44,C,25.5,74,22,shade,Salt Springs LLP
6/1/15 8:59,C,26,74,22,shade,Salt Springs LLP
6/1/15 9:14,C,26.5,74,22,shade,Salt Springs LLP
6/1/15 9:29,C,28,74,22,shade,Salt Springs LLP
6/1/15 9:44,C,30,74,22,shade,Salt Springs LLP
6/1/15 9:59,C,30.5,74,22,shade,Salt Springs LLP
6/1/15 10:14,C,31,74,22,shade,Salt Springs LLP
6/1/15 10:29,C,31,74,22,shade,Salt Springs LLP
6/1/15 10:44,C,33,74,22,shade,Salt Springs LLP
6/1/15 10:59,C,31,74,22,shade,Salt Springs LLP
6/1/15 11:14,C,31,74,22,shade,Salt Springs LLP
6/1/15 11:29,C,30.5,74,22,shade,Salt Springs LLP
6/1/15 11:44,C,30,74,22,shade,Salt Springs LLP
6/1/15 11:59,C,30,74,22,shade,Salt Springs LLP
6/1/15 12:14,C,29.5,74,22,shade,Salt Springs LLP
6/1/15 12:29,C,28.5,74,22,shade,Salt Springs LLP
6/1/15 12:44,C,26.5,74,22,shade,Salt Springs LLP
6/1/15 12:59,C,24.5,74,22,shade,Salt Springs LLP
6/2/15 7:59,C,22.5,90,22,random,Kerr LLP
6/2/15 8:14,C,23,90,22,random,Kerr LLP
6/2/15 8:29,C,23.5,90,22,random,Kerr LLP
6/2/15 8:44,C,24.5,90,22,random,Kerr LLP
6/2/15 8:59,C,25,90,22,random,Kerr LLP
6/2/15 9:14,C,25.5,90,22,random,Kerr LLP
6/2/15 9:29,C,26,90,22,random,Kerr LLP
6/2/15 9:44,C,26,90,22,random,Kerr LLP
6/2/15 9:59,C,26,90,22,random,Kerr LLP
6/2/15 10:14,C,26.5,90,22,random,Kerr LLP
6/2/15 10:29,C,27,90,22,random,Kerr LLP
6/2/15 10:44,C,27.5,90,22,random,Kerr LLP
6/2/15 10:59,C,27.5,90,22,random,Kerr LLP
6/2/15 11:14,C,28.5,90,22,random,Kerr LLP
6/2/15 11:29,C,28.5,90,22,random,Kerr LLP
6/2/15 11:44,C,28.5,90,22,random,Kerr LLP
6/2/15 11:59,C,29,90,22,random,Kerr LLP
6/2/15 12:14,C,28.5,90,22,random,Kerr LLP
6/2/15 12:29,C,29,90,22,random,Kerr LLP
6/2/15 12:44,C,29,90,22,random,Kerr LLP
6/2/15 12:59,C,29.5,90,22,random,Kerr LLP
6/1/15 7:50,C,21.5,76,40,random,38 SPS
6/1/15 8:05,C,23,76,40,random,38 SPS
6/1/15 8:20,C,25,76,40,random,38 SPS
6/1/15 8:35,C,28,76,40,random,38 SPS
6/1/15 8:50,C,27,76,40,random,38 SPS
6/1/15 9:05,C,28,76,40,random,38 SPS
6/1/15 9:20,C,28,76,40,random,38 SPS
6/1/15 9:35,C,29.5,76,40,random,38 SPS
6/1/15 9:50,C,29.5,76,40,random,38 SPS
6/1/15 10:05,C,30,76,40,random,38 SPS
6/1/15 10:20,C,30,76,40,random,38 SPS
6/1/15 10:35,C,29,76,40,random,38 SPS
6/1/15 10:50,C,31.5,76,40,random,38 SPS
6/1/15 11:05,C,31,76,40,random,38 SPS
6/1/15 11:20,C,30,76,40,random,38 SPS
6/1/15 11:35,C,33.5,76,40,random,38 SPS
6/1/15 11:50,C,34,76,40,random,38 SPS
6/1/15 12:05,C,31.5,76,40,random,38 SPS
6/1/15 12:20,C,29.5,76,40,random,38 SPS
6/1/15 12:35,C,30,76,40,random,38 SPS
6/1/15 12:50,C,25.5,76,40,random,38 SPS
6/1/15 13:05,C,22.5,76,40,random,38 SPS
6/2/15 8:50,C,28,94,40,sun,9 W SPS
6/2/15 9:05,C,30,94,40,sun,9 W SPS
6/2/15 9:20,C,33,94,40,sun,9 W SPS
6/2/15 9:35,C,35.5,94,40,sun,9 W SPS
6/2/15 9:50,C,33,94,40,sun,9 W SPS
6/2/15 10:05,C,31,94,40,sun,9 W SPS
6/2/15 10:20,C,31,94,40,sun,9 W SPS
6/2/15 10:35,C,31,94,40,sun,9 W SPS
6/2/15 10:50,C,31.5,94,40,sun,9 W SPS
6/2/15 11:05,C,32,94,40,sun,9 W SPS
6/2/15 11:20,C,32.5,94,40,sun,9 W SPS
6/2/15 11:35,C,33.5,94,40,sun,9 W SPS
6/2/15 11:50,C,34.5,94,40,sun,9 W SPS
6/2/15 12:05,C,34.5,94,40,sun,9 W SPS
6/2/15 12:20,C,35,94,40,sun,9 W SPS
6/2/15 12:35,C,34,94,40,sun,9 W SPS
6/2/15 12:50,C,34,94,40,sun,9 W SPS
6/2/15 13:05,C,34.5,94,40,sun,9 W SPS
6/1/15 7:56,C,22,76,42,shade,38 SPS
6/1/15 8:11,C,23.5,76,42,shade,38 SPS
6/1/15 8:26,C,24.5,76,42,shade,38 SPS
6/1/15 8:41,C,25.5,76,42,shade,38 SPS
6/1/15 8:56,C,26,76,42,shade,38 SPS
6/1/15 9:11,C,27,76,42,shade,38 SPS
6/1/15 9:26,C,27.5,76,42,shade,38 SPS
6/1/15 9:41,C,28,76,42,shade,38 SPS
6/1/15 9:56,C,29.5,76,42,shade,38 SPS
6/1/15 10:11,C,30.5,76,42,shade,38 SPS
6/1/15 10:26,C,29.5,76,42,shade,38 SPS
6/1/15 10:41,C,31,76,42,shade,38 SPS
6/1/15 10:56,C,31,76,42,shade,38 SPS
6/1/15 11:11,C,30.5,76,42,shade,38 SPS
6/1/15 11:26,C,31,76,42,shade,38 SPS
6/1/15 11:41,C,34,76,42,shade,38 SPS
6/1/15 11:56,C,33,76,42,shade,38 SPS
6/1/15 12:11,C,31,76,42,shade,38 SPS
6/1/15 12:26,C,29,76,42,shade,38 SPS
6/1/15 12:41,C,28,76,42,shade,38 SPS
6/1/15 12:56,C,24,76,42,shade,38 SPS
6/1/15 13:11,C,22,76,42,shade,38 SPS
6/2/15 8:56,C,24.5,91,42,shade,9 W SPS
6/2/15 9:11,C,25,91,42,shade,9 W SPS
