"","Acanthosomatidae.sp1","Acanthosomatidae.sp2","Acanthosomatidae.sp3","Acanthosomatidae.sp4","Achaearanea.sp","Acrididae.sp1","Acrididae.sp10","Acrididae.sp11","Acrididae.sp12","Acrididae.sp13","Acrididae.sp14","Acrididae.sp15","Acrididae.sp16","Acrididae.sp17","Acrididae.sp18","Acrididae.sp19","Acrididae.sp2","Acrididae.sp3","Acrididae.sp4","Acrididae.sp5","Acrididae.sp6","Acrididae.sp7","Acrididae.sp8","Acrididae.sp9","Adelophaga.sp1","Adelophaga.sp2","Adelophaga.sp3","Adelophaga.sp4","Adelophaga.sp5","Adelophaga.sp6","Adelophaga.sp7","Aeolothripidae.sp1","Aeolothripidae.sp2","Afropisaura.sp1","Afropisaura.sp2","Aleyrodidae.sp1","Aleyrodidae.sp2","Alticinae.sp","Anthocoridae.sp1","Anthocoridae.sp2","Anthocoridae.sp3","Anthocoridae.sp4","Aphanisticus.sp","Aphidoidea.sp1","Aphidoidea.sp2","Aphrophoridae.sp1","Aphrophoridae.sp2","Aphrophoridae.sp3","Aphrophoridae.sp4","Apionidae.sp1","Apionidae.sp2","Apionidae.sp3","Apionidae.sp4","Apionidae.sp5","Arachnura.scorpionoides","Araneus.holzapfelae","Asilidae.sp","Blissidae.sp","Bonaspeia.sp1","Bonaspeia.sp2","Bonaspeia.sp3","Bruchidae.sp1","Bruchidae.sp2","Caffrolix.sp1","Caffrolix.sp2","Caffrolix.sp3","Caffrolix.sp4","Camillina.sp1","Camillina.sp2","Capoideus.cruciatus","Carabidae.sp1","Carabidae.sp2","Carabidae.sp3","Cecidomyiidae.sp1","Cecidomyiidae.sp3","Cecidomyiidae.sp4","Cephalelini.sp1","Cephalelini.sp2","Cephalelini.sp3","Cephalelini.sp4","Cephalelini.sp5","Cephalelini.sp6","Cerambycidae.sp1","Ceratinopsis.sp1","Ceratinopsis.sp2","Chamaemyiidae.sp","Chariobas.lineatus","Cheiracanthium.sp","Chloropidea.sp","Chilocorus.negritus","Chrysomelidae.sp1","Chrysomelidae.sp10","Chrysomelidae.sp11","Chrysomelidae.sp16","Chrysomelidae.sp17","Chrysomelidae.sp2","Chrysomelidae.sp3","Chrysomelidae.sp4","Chrysomelidae.sp5","Chrysomelidae.sp6","Chrysomelidae.sp7","Chrysomelidae.sp8","Chrysomelidae.sp9","Chrysomelinae.sp1","Chrysomelinae.sp2","Chrysomelinae.sp3","Chrysomelinae.sp4","Chrysomelinae.sp5","Chrysopidae.sp1","Cicadellidae.sp1","Cicadellidae.sp2","Cicadellidae.sp3","Cicadellidae.sp4","Cicadellidae.sp5","Cicadellidae.sp7","Cicadellidae.sp8","Cleridae.sp1","Cleridae.sp2","Cleridae.sp3","Clonia.sp","Clubiona.abbajensis","Clubiona.sp1","Clubiona.sp10","Clubiona.sp11","Clubiona.sp12","Clubiona.sp2","Clubiona.sp3","Clubiona.sp4","Clubiona.sp5","Clubiona.sp7","Clubiona.sp8","Clubiona.sp9","Coccinellidae.sp1","Coccinellidae.sp2","Coccinellidae.sp3","Coccinellidae.sp4","Coccinellidae.sp5","Coccinellidae.sp6","Coccinellidae.sp7","Coccinellidae.sp8","Coccinellidae.sp9","Coccoidea.sp2","Coccoidea.sp3","Coccoidea.sp4","Coccoidea.sp5","Coleosoma.sp","Coniopterygidae.sp1","Coniopterygidae.sp2","Coniopterygidae.sp3","Coniopterygidae.sp4","Coniopterygidae.sp5","Cyatholipus.quadrimaculatus","Cybocephalus.sp","Cyclosa.sp","Cyrtophora.citricola","Delphacidae.sp1","Delphacidae.sp2","Delphacidae.sp3","Delphacidae.sp4","Delphacidae.sp5","Delphacidae.sp6","Delphacidae.sp7","Delphacidae.sp8","Deltocephalinae.sp1","Deltocephalinae.sp10","Deltocephalinae.sp11","Deltocephalinae.sp12","Deltocephalinae.sp13","Deltocephalinae.sp14","Deltocephalinae.sp15","Deltocephalinae.sp16","Deltocephalinae.sp17","Deltocephalinae.sp18","Deltocephalinae.sp2","Deltocephalinae.sp3","Deltocephalinae.sp4","Deltocephalinae.sp5","Deltocephalinae.sp6","Deltocephalinae.sp7","Deltocephalinae.sp8","Deltocephalinae.sp9","Diaea.puncta","Dolichopodidae.sp1","Dolichopodidae.sp2","Dolichopodidae.sp3","Dolichopodidae.sp4","Dolichopodidae.sp5","Elateridae.sp1","Elateridae.sp2","Elateridae.sp3","Emesinae.sp1","Emesinae.sp2","Empusidae.sp1","Empusidae.sp2","Enoplognatha.molesta","Enoplognatha.sp1","Enoplognatha.sp2","Enoplognatha.sp3","Enoplognatha.sp4","Enoplognatha.sp5","Enoplognatha.sp6","Enoplognatha.sp7","Epilachninae.sp","Eremus.sp","Eumolpinae.sp1","Eumolpinae.sp2","Eumolpinae.sp3","Eumolpinae.sp4","Euprosthenopsis.sp1","Euprosthenopsis.sp2","Euryophis.sp","Euryopis.sp","Eurytomidae.sp1","Eurytomidae.sp2","Eurytomidae.sp3","Eurytomidae.sp4","Eurytomidae.sp5","Evarcha.sp","Firmicus.sp","Frontinellina.sp","Fulgoridae.sp1","Fulgoridae.sp10","Fulgoridae.sp2","Fulgoridae.sp3","Fulgoridae.sp4","Fulgoridae.sp5","Fulgoridae.sp6","Fulgoridae.sp7","Fulgoridae.sp8","Fulgoridae.sp9","Fulgoroidea.sp1","Fulgoroidea.sp2","Fulgoroidea.sp3","Fulgoroidea.sp4","Fulgoroidea.sp5","Fulgoroidea.sp6","Fulgoroidea.sp7","Fulgoroidea.sp8","Fulgoroidea.sp9","Gamergomorphus.sp1","Gelechioidea.sp1","Gelechioidea.sp2","Gelechioidea.sp3","Gelechioidea.sp4","Geometridae.sp1","Geometridae.sp2","Geometridae.sp3","Geometridae.sp4","Geometridae.sp5","Gracillariidae.sp","Grillacrididae.sp1","Gryllidae.sp1","Gryllidae.sp2","Gryllacrididae.sp2","Heliophanus.sp1","Heliophanus.sp2","Heliophanus.sp3","Heliophanus.sp4","Heliophanus.sp5","Heliophanus.sp6","Hemerobiidae.sp","Heteroptera.sp6","Heteroptera.sp3","Heteroptera.sp5","Hewittia.gracilis","Hopliini.sp1","Hopliini.sp2","Hopliini.sp3","Hopliini.sp4","Houtbayana.sp","Hyllus.dotatus","Hypsosinga.sp","Issidae.sp2","Lamprosomatinae.sp1","Lamprosomatinae.sp2","Larinia.bifida","Ledrinae.sp","Lepidoptera.sp1","Lepidoptera.sp10","Lepidoptera.sp11","Lepidoptera.sp12","Lepidoptera.sp13","Lepidoptera.sp14","Lepidoptera.sp15","Lepidoptera.sp16","Lepidoptera.sp17","Lepidoptera.sp18","Lepidoptera.sp19","Lepidoptera.sp2","Lepidoptera.sp20","Lepidoptera.sp21","Lepidoptera.sp22","Lepidoptera.sp23","Lepidoptera.sp24","Lepidoptera.sp25","Lepidoptera.sp26","Lepidoptera.sp27","Lepidoptera.sp3","Lepidoptera.sp4","Lepidoptera.sp5","Lepidoptera.sp6","Lepidoptera.sp7","Lepidoptera.sp8","Leucauge.festiva","Linyphiidae.sp1","Linyphiidae.sp2","Lygaeidae.sp1","Lygaeidae.sp10","Lygaeidae.sp11","Lygaeidae.sp12","Lygaeidae.sp13","Lygaeidae.sp14","Lygaeidae.sp16","Lygaeidae.sp2","Lygaeidae.sp3","Lygaeidae.sp4","Lygaeidae.sp5","Lygaeidae.sp6","Lygaeidae.sp7","Lygaeidae.sp8","Lygaeidae.sp9","Mantispidae.sp","Massagris.sp","Meloidae.sp","Membracidae.sp1","Menneus.capensis","Miagrammopes.sp","Microlinyphia.sp1","Microlinyphia.sp2","Miridae.sp1","Miridae.sp10","Miridae.sp11","Miridae.sp2","Miridae.sp3","Miridae.sp4","Miridae.sp5","Miridae.sp6","Miridae.sp7","Miridae.sp8","Miridae.sp9","Misumenops.rubrodecoratus","Molopopterus.sp","Mordellidae.sp","Myrmarachne.sp","Nabidae.sp1","Nabidae.sp2","Naudeus.bivittatus","Nemoscolus.sp","Neoscona.blondeli","Neoscona.sp1","Neoscona.sp2","Neoscona.sp3","Neoscona.sp4","Neoscona.subfusca","Nogodinidae.sp1","Nogodinidae.sp2","Oecanthus.sp1","Oecanthus.sp2","Oecophoridae.sp1","Oecophoridae.sp2","Olios.sp","Oxycareninae.sp1","Oxycareninae.sp2","Oxycareninae.sp3","Oxyopes.bothai","Oxyopes.sp","Pachygronthini.sp","Pentatomidae.sp1","Pentatomidae.sp2","Pentatomidae.sp3","Pentatomidae.sp4","Pentatomidae.sp5","Pentatomidae.sp6","Pentatomidae.sp7","Pentatomidae.sp8","Peucetia.sp","Phanerognatha.sp1","Phanerognatha.sp2","Phanerognatha.sp3","Phanerognatha.sp4","Phasmida.sp1","Phasmida.sp2","Pherecydes.tuberculatus","Philodromus.epigynatus","Philodromus.guineensis","Philodromus.sp2","Philodromus.sp3","Philodromus.sp4","Philodromus.sp5","Phlaeothripidae.sp1","Phlaeothripidae.sp10","Phlaeothripidae.sp11","Phlaeothripidae.sp12","Phlaeothripidae.sp13","Phlaeothripidae.sp2","Phlaeothripidae.sp3","Phlaeothripidae.sp4","Phlaeothripidae.sp5","Phlaeothripidae.sp6","Phlaeothripidae.sp7","Phlaeothripidae.sp8","Phlaeothripidae.sp9","Phrynarachne.melloleitaoi","Phrynarachne.sp","Plataspidae.sp","Pria.sp1","Pria.sp2","Pria.sp3","Pria.sp4","Pria.sp5","Pria.sp6","Pseudococcidae.sp","Pseudoscorpion.spp","Psychidae.sp1","Psychidae.sp2","Psychidae.sp3","Psyllidae.sp1","Psyllidae.sp2","Psyllidae.sp3","Psyllidae.sp4","Psyllidae.sp5","Psyllidae.sp6","Psyllidae.sp7","Psyllidae.sp8","Reduviidae.sp2","Restiobia.sp","Rhaphidosominae.sp1","Rhaphidosominae.sp2","Rhyparochrominae.sp","Scydmaenidae.sp1","Scytodes.sp","Sparassidae.sp","Sphodromantis.gastrica","Staphylinidae.sp1","Staphylinidae.sp2","Steatoda.sp","Stirellus.sp","Symphypleona.sp2","Symphypleona.sp3","Symphypleona.sp4","Symphypleona.spp","Synema.sp","Tetranychidae.sp1","Tetranychidae.sp2","Tetranychidae.sp3","Tetranychidae.sp4","Tetrigidae.sp1","Tettigoniidae.sp1","Thanatus.fabricii","Thanatus.sp","Thericleidae.sp","Theridion.sp1","Theridion.sp10","Theridion.sp11","Theridion.sp13","Theridion.sp14","Theridion.sp15","Theridion.sp17","Theridion.sp18","Theridion.sp19","Theridion.sp2","Theridion.sp20","Theridion.sp21","Theridion.sp22","Theridion.sp23","Theridion.sp24","Theridion.sp25","Theridion.sp26","Theridion.sp27","Theridion.sp28","Theridion.sp29","Theridion.sp3","Theridion.sp30","Theridion.sp31","Theridion.sp32","Theridion.sp33","Theridion.sp34","Theridion.sp35","Theridion.sp37","Theridion.sp4","Theridion.sp5","Theridion.sp6","Theridion.sp7","Theridion.sp9","Thomisops.senegalensis","Thomisus.sp1","Thomisus.sp2","Thripidae.sp1","Thripidae.sp2","Thripidae.sp3","Thripidae.sp4","Thripidae.sp5","Thripidae.sp6","Thripidae.sp7","Thripidae.sp8","Thripidae.sp9","Thyene.natali","Thyene.sp","Thyene.thyeniodes","Tineoidea.sp1","Tineoidea.sp2","Tineoidea.sp3","Tineoidea.sp4","Tingidae.sp1","Tingidae.sp2","Tingidae.sp3","Tingidae.sp4","Tingidae.sp5","Tingidae.sp6","Tingidae.sp7","Tingidae.sp8","Tmarus.foliatus","Tmarus.sp1","Tmarus.sp2","Tmarus.sp3","Tortricidae.sp","Toryminae.sp1","Toryminae.sp2","Trombidiidae.sp1","Trombidiidae.sp2","Typhlocybinae.sp1","Typhlocybinae.sp10","Typhlocybinae.sp2","Typhlocybinae.sp3","Typhlocybinae.sp4","Typhlocybinae.sp5","Typhlocybinae.sp6","Typhlocybinae.sp7","Typhlocybinae.sp8","Typhlocybinae.sp9","Uloborus.plumipes","Uloborus.sp1","Uloborus.sp2","Ursa.sp","Voraptus.sp","Wendilgarda.sp1","Wendilgarda.sp2","Wendilgarda.sp4","Wendilgarda.sp5","Zygaenidae.sp"
"X6.C.7TR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X6.C.7BL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"X6.C.11TR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X6.C.11BL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"X6.C.14TL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X6.C.14BR",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"X6.C.15TL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
